text,N/S/J/G,V/L,favorite_count,retweet_count,followers_count,friends_count,listed_count,statuses_count,favourites_count
yesterday receiv first vaccin dose va good side effect thank great job see week vetsgetvaccin,G,L,1,0,1306,2580,15,15804,32261
got first second vaccin last side effect first injectionth second one feel bit fluish second day noth rush relief joy husband pro,G,L,1,0,36,147,0,864,3969
ive taken methotrex autoimmun arthriti ive first dose moderna vaccin vaccin win hand lower poison scale plus less side effect,G,L,1,0,311,1138,6,2529,21904
anyon receiv moderna vaccin side effect first one sure head feel like crap,S,V,1,0,542,407,0,1502,8562
pfizer vaccin prefer want get vaccin side effect either shot,T,L,3,0,1418,1623,0,4488,6324
yup mom got vaccin tuesday slick side effect go elig make appoint mine later month,G,L,2,0,437,517,38,36785,51207
got first dose pfizer vaccin today serious side effect realli sleepi arm sore,G,L,10,0,1820,1312,11,92356,62844
arm achi tonight feel heavi bruis pfizer vaccin today much better altern side effect second dose wors dont care bring antibodi,G,V,4,0,4053,4812,7,30064,58852
mother shot soreheavi feel arm day typic vaccin old grandmoth shot side effect ill take shot covid day,G,L,1,0,109,261,4,11669,7436
oh pleas recd pfizer vaccin tuesday sideeffect im thank feder govt handl situat consid new blueprint peopl,G,L,1,0,6530,2280,169,232186,4723
back even appar immun system entir damn diva bodi churn new inform peopl immun system louder other marcelin said,J,V,2,0,680,1555,9,9079,2436
got first shot pfizer vaccin today day regist januari second schedul alreadi feel pretti good side effect far,G,L,4,0,104,282,1,2563,11193
wow whole day feel like crap due normal side effect vaccin get premenstru symptom,S,V,0,0,203,258,0,5578,11745
two day first pfizer dose past side effect includ sore feel incred lucki abl get right vaccin one get,T,L,2,0,120,169,4,938,1919
covid vaccin zero side effect,G,L,1,0,618,125,0,2614,5967
got pt covid vaccin today n far side effect asid arm extrem sore,G,L,7,0,490,329,4,25440,52775
mom got second vaccin happi late cancer sideeffect actual none old ladi home sideeffect either,G,L,5,0,1085,1041,6,35365,201829
know side effect came along vaccin one told would make sexi,J,L,5,1,718,641,6,31793,72490
hope get feelin better soon moderna vaccin side effect suck worth,T,V,2,0,253,212,10,12808,20679
side effect dose vaccin,G,L,0,0,407,345,1,15356,5052
side effect good thing crappi mean vaccin work still suck feel shitti big hug,S,V,2,0,1299,2310,17,10993,41651
side effect arm sore time less sore shot felt tire firstdos tire one move arm shoulder take dose feel fine arm less sore vaccin vaccin,S,L,0,0,362,86,34,53984,18480
wish one covid vaccin side effect thick ass,J,L,4,0,305,729,7,12282,27368
drew west la tell peopl side effect vaccin shot hope uniti,J,L,24,0,627,789,4,17570,17922
side effect covid vaccin suck feel like shiiiiit go make feel better,S,V,0,0,67,176,0,45,90
hour sinc took vaccin side effect im sleepi,S,L,3,0,2375,2875,4,29750,251183
hand everyon vaccin today mean would dead arm got bed ach hit oh deep joy side effect although take day die good vaccineday covidvaccin,J,L,6,1,1488,2585,12,4951,2376
hi got first shot alreadi side effect glad get vaccin good luck,T,L,1,0,51654,48602,945,142884,56682
headach tire next day second pfizer shot biggi though took bodi develop antibodi first shot,G,L,3,0,12020,10503,27,145824,597815
congratul got dose moderna vaccin side effect,G,L,2,0,335,1238,3,8415,18610
second vaccin shot pfizer past monday zero side effect good know devast fever bodi ach men,G,L,3,0,214,661,6,5294,5076
dad got first vaccin today reliev parent got mom second week ago hope side effect far good,G,L,6,0,2510,2864,2,4494,29616
im alreadi feel littl better im over worri im sure side effect vaccin flu jab hit similar way one year test today care,N,V,2,0,1125,1382,10,37707,62142
side effect second dose vaccin bare anyth compar first dose thought suppos way around,S,V,4,0,2822,604,2,2117,15474
believ strong immun system man vaccin side effect got best head pound day say first dose one bad,S,V,1,0,280,156,0,7322,25613
almost week sinc dose moderna vaccin amp feel great side effect experienc sore amp red inject site strong encourag everyon get vaccin elig vaccin,T,L,10,1,2486,206,48,2107,138
got second covid vaccin yesterday side effect,G,L,27,0,1334,3380,9,62352,139889
start feel side effect vaccin hour get,S,V,1,0,1595,1993,0,41938,6623
got second moderna vaccin shot day next day suck wasnt bad consid third day lowkey headach that im cool side effect rather run risk wors actual diseas,G,V,0,0,9,12,0,347,5226
anyon got second vaccin tell long side effect last work day got home get bed pathet,S,V,0,0,102,500,0,5339,13865
one arm sore day later bad side effect vaccin,T,L,2,0,24703,26268,12,260592,247505
dad got second vaccin shot yesterday amp far side effect,G,L,5,0,1927,2115,224,72991,66886
one one yes moderna vaccin repirt side effect hour feel bad well worth,T,V,0,0,1022,1265,22,26250,56939
got pfizer loke take day sleep hrs second dose bc felt bad l l zero side effect day im take reaction evid vaccin work,G,V,1,0,16,206,1,3106,27523
stream today im feel realli rough side effect still vaccin yesterday ill updat yall fit stream weekend ill back tuesday,S,V,8,0,913,746,16,2595,17369
yo horni one side effect covid vaccin ask friend,J,L,1,0,223,160,3,19242,19411
husband receiv vaccin side effect im still wait get vaccin,G,L,1,0,11049,12011,26,44135,125705
six hour sinc second dose vaccin arm still littl sore side effect yet tylenol yet either neither shot hurt go im babi shot get get,G,L,3,0,2588,1705,44,10272,7791
figur side effect vaccin mean protect like get littl karmic kickback,T,L,0,0,2895,736,50,42366,6896
side effect vaccin stop sneez might allerg coconut slice eat laugh someth funni five minut fuck shit,S,L,2,0,911,1363,5,42934,68981
hour pfizer vaccin side effect besid pretti sore arm,G,L,9,0,1295,485,9,19796,24533
shot moderna vaccin experienc side effect expect arm definit sore littl less day first dose second dose felt bit run ran,G,V,1,0,377,943,1,8856,43337
receiv amp want corona virus vaccin side effect thank compass emot intellig plan amp implement vaccin distribut program amp persist get right bleach inject,G,L,0,0,106,400,0,8590,821
one sibl got moderna vaccin shot side effect shot hour discomfort fever simpli mean immun system oper good,G,L,25,0,9490,182,406,76306,11349
last night suck much sick side effect pfizer vaccin migrain wors point nausea still laundri bare abl eat most toast,S,V,1,0,323,1112,11,24035,51944
got first dose covid vaccin yesterday asid arm slight sore side effect covidvaccin letsendthi,G,L,3,0,68,297,0,265,427
got first shot covid vaccin protect today sleep side effect fever joint pain oh well,S,V,3,0,47,155,1,399,1472
pur along side effect vaccin mustach point ear extra toe growth,J,L,0,0,9552,10195,332,300955,20514
pfizer vaccin side effect,G,L,1,0,64,137,1,1940,6777
got first dose yesterday side effect whatsoev got moderna vaccin although know report differ get second dose,T,L,2,0,1042,1296,3,5100,29142
pfizer vaccin minor side effect sore inject arm muscl sorenessibuprofen handl,T,L,2,0,751,1081,2,6348,23981
got first covid vaccin shot today took selfi gateway got home show side effect,T,L,16,1,3240,4997,62,12084,1853
massiv headach mild fever achi first come march told peopl covid like side effect still believ get vaccin,T,V,22,0,1982,3176,3,6368,19117
feel side effect covid vaccin alreadi head thump like fuck,S,V,0,0,931,675,0,17397,12145
covid vaccin sideeffect vaccin pfizer tuesday expect pain arm bid deal today thursday feel run despit get hour sleep night exercis usual morn feel like almost,S,V,8,0,1236,467,10,8775,10637
fever im littl chill read get side effect indic vaccin work took tylenol worst get there doubt im experienc small price pay remain covidfre spread,G,V,7,0,1236,467,10,8775,10637
hi mine also work infecti diseas depart phd expect may feel kinda crappi next day vaccin sore arm low grade fever type feel rest peopl fe,T,V,2,0,615,793,3,2225,3302
liter race side effect second shingl vaccin got yesterday stupid got middl project achi sleepi covid shot easi,S,V,0,0,742,1325,19,5890,5198
oh im feel good wonder what go mayb first vaccin side effect hit,N,V,1,0,178,364,2,1370,5843
got vaccin feel good side effect see complet differ topic believ galaxi win mls cup year go undef chicharito break singl season goal score record,J,L,53,0,1749,437,38,21952,16308
anyon els get runni nose like day got vaccin thought done side effect partner got cant tell caught littl cold side effect vax right,S,V,5,0,1815,971,12,5971,18830
got first dose pfizer vaccin today serious sideeffect timetravel nanoparticl open chakra,J,L,112,6,4125,982,57,9530,70124
yes got second pfizer vaccin feb woohoo side effect brutal im good,G,V,2,0,5599,5603,11,20725,179121
thought reaction second dose covid vaccin appar trembl back pain side effect brother also,S,V,0,0,49,265,8,27562,6504
vaccin side effect arm sore inject think eat ice cream immedi get vaccin help usual flu vaccin arm littl sore,J,L,1,0,801,2382,2,47157,12278
gain pound sinc get vaccin let side effect get way routin gon na go ham lose pound summer,S,L,1,0,260,213,0,13295,5369
got first dose pfizer biontech vaccin today hour ago zero sideeffect far liter take bandaid bit discomfort caus your elig abl pleas go get poke,T,L,2,0,85,289,1,1957,134
hello still side effect vaccin,S,V,1,0,154,221,0,19838,32261
thought built differ vaccin side effect kick,S,V,15,1,86,147,0,1026,5326
told antivax trump neighbor got vaccin one side effect peni grew inch jump car sped get vaccin,J,L,1,0,1340,1609,1,1628,3276
covid vaccin yesterdayc say im enjoy achi side effect,S,V,0,0,193,654,5,4471,5393
finish receiv second shot moderna vaccin keep eye common side effect includ sore arm flu like symptom also look forward first haircut year amp feel safe teach class inperson,J,L,14,0,299,229,6,2295,1019
minim side effect two inject pfizer vaccin,G,L,2,0,647,1670,1,19569,20053
wife felt achi next day shes shot heard anyon els know whos experienc side effect receiv vaccin id get tomorrow avail,T,L,2,0,354,94,3,15673,35250
feel side effect second vaccin dose get hard everi time hear window start sound,J,L,2,0,572,645,23,13721,439
vaccin moderna zero side effect,G,L,1,0,118,1001,0,5781,58289
got pfizer vaccin yesterday havent experienc side effect,G,L,1,0,147,466,3,4819,5975
got first dose moderna vaccin today side effect mani thank inject clinic team dublin ca clinic also special shoutout earli support moderna effort,G,L,4,0,2529,1774,223,30567,29505
week post vaccin thank side effect hope one step closer normal life,G,L,2,0,370,365,0,48841,47774
first dose pfizer vaccin last week notic side effect hear second shot like caus,N,L,1,0,519,577,12,6757,14256
side effect covid vaccin far strang voic head whisper someth reunion,J,L,468,55,5790,1076,16,7530,11918
happi got first covid vaccin could without side effect joint pain alreadi felt like bodi age next level,S,V,0,0,10,81,0,304,873
havent vaccin yet husband pfizer vaccin side effect,G,L,11,0,14368,14470,17,24806,97471
first dose side effect noth pfizer vaccin second come next week,G,L,0,0,9243,9470,51,60221,26706
oh yeah grandma got dosag vaccin side effect lot mild mine lol headach sore arm,S,L,0,0,387,954,10,35157,10613
first vaccin side effect hope none,N,L,0,0,945,1426,2,14971,41506
hour first dose pfizer vaccin tampa va shoulder littl sore cours slept pretti sound last night debat whether attribut vaccin side effect relief anxieti,J,L,0,0,1172,1948,1,4656,21609
got first dose moderna vaccin yesterday thought share side effect experienc sore arm chill tired headach nauseavomit last hour last night feel fine still worth get vaccin,T,L,43,3,1461,1353,4,20682,131021
could get shot enrol clinic trial whether johnsonampjohnson vaccin work better jab side effect may mean got placebo darnit,S,L,0,0,896,934,92,46616,2261
moderna side effect first sore arm coupl day seem like mild cold second clear within daysal told noth bad easier shingl vacc,G,L,2,0,1638,1813,21,21049,41922
never side effect vaccin,S,V,0,0,199,112,2,9457,17366
ever sinc get vaccin ive depress amp adhd say side effect,J,L,79,12,9514,7284,88,16069,90592
side effect first second dose pfizer vaccin husband mayb bit sore arm less flu vaccin day dose bloodwork confirm antibodi work,G,L,0,0,38,346,0,167,3588
complet pfizer vaccin regimen last month side effect,G,L,1,0,736,1232,1,7477,50531
shot moderna vaccin side effect first shot day second shot muscl pretti achey day,G,V,1,0,140,1241,6,1441,8729
yep vaccin pfizer vaccin two week sinc last dose side effect kind,G,L,0,0,137,364,1,2180,11470
im wonder whether side effect covid vaccin last game day becam elig vaccin ny protocol side effect knock peopl know,N,V,2,0,12,135,0,1682,742
